annee,matiere,territoire,quantite_generee_donnees_agglo,quantite_collectee_donnees_agglo,taux_recuperation_donnees_agglo,ratio_recuperation_donnees_agglo,quantite_generee_donnees_CMM,quantite_collectee_donnees_CMM,taux_recuperation_donnees_CMM,ratio_recuperation_donnees_CMM
2019,Autres (produits électroniques),Ville de Montréal,NA,1120,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Ahuntsic-Cartierville,NA,132,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Anjou,NA,2,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Baie-d'Urfé,NA,6,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Beaconsfield,NA,22,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Côte-des-Neiges–Notre-Dame-de-Grâce,NA,170,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Côte-Saint-Luc,NA,23,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Dollard-Des Ormeaux,NA,75,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Dorval,NA,18,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Hampstead,NA,0,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),L'Île-Bizard–Sainte-Geneviève,NA,0,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Kirkland,NA,39,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Lachine,NA,5,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),LaSalle,NA,193,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Mercier–Hochelaga-Maisonneuve,NA,39,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Montréal-Est,NA,0,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Montréal-Nord,NA,25,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Montréal-Ouest,NA,0,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Mont-Royal,NA,0,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Outremont,NA,1,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Pierrefonds-Roxboro,NA,8,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Plateau-Mont-Royal (Le),NA,9,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Pointe-Claire,NA,22,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Rivière-des-Prairies–Pointe-aux-Trembles,NA,146,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Rosemont–La Petite-Patrie,NA,122,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Sainte-Anne-de-Bellevue,NA,2,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Saint-Laurent,NA,67,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Saint-Léonard,NA,9,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Senneville,NA,0,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Sud-Ouest (Le),NA,20,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Verdun,NA,15,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Ville-Marie,NA,2,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Villeray–Saint-Michel–Parc-Extension,NA,154,NA,,NA,NA,NA,NA
2019,Autres (produits électroniques),Westmount,NA,13,NA,,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Agglomération de Montréal,NA,458004,NA,223,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Ville de Montréal,NA,403259,NA,224,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Ahuntsic-Cartierville,NA,28510,NA,202,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Anjou,NA,10291,NA,224,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Baie-d'Urfé,NA,826,NA,210,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Beaconsfield,NA,3594,NA,180,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,38961,NA,222,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Côte-Saint-Luc,NA,8221,NA,236,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Dollard-Des Ormeaux,NA,12910,NA,256,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Dorval,NA,4172,NA,208,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Hampstead,NA,1927,NA,262,NA,NA,NA,NA
2019,Ordures ménagères éliminées,L'Île-Bizard–Sainte-Geneviève,NA,4693,NA,238,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Kirkland,NA,3744,NA,184,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Lachine,NA,11320,NA,241,NA,NA,NA,NA
2019,Ordures ménagères éliminées,LaSalle,NA,18069,NA,220,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Mercier–Hochelaga-Maisonneuve,NA,30828,NA,214,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Montréal-Est,NA,1536,NA,383,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Montréal-Nord,NA,21637,NA,246,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Montréal-Ouest,NA,1324,NA,250,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Mont-Royal,NA,4746,NA,216,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Outremont,NA,5084,NA,197,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Pierrefonds-Roxboro,NA,17899,NA,244,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Plateau-Mont-Royal (Le),NA,25301,NA,234,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Pointe-Claire,NA,5513,NA,165,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Rivière-des-Prairies–Pointe-aux-Trembles,NA,25713,NA,224,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Rosemont–La Petite-Patrie,NA,32268,NA,219,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Sainte-Anne-de-Bellevue,NA,1344,NA,267,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Saint-Laurent,NA,22127,NA,210,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Saint-Léonard,NA,19236,NA,232,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Senneville,NA,229,NA,233,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Sud-Ouest (Le),NA,18328,NA,217,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Verdun,NA,14566,NA,201,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Ville-Marie,NA,24661,NA,259,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Villeray–Saint-Michel–Parc-Extension,NA,33766,NA,228,NA,NA,NA,NA
2019,Ordures ménagères éliminées,Westmount,NA,4661,NA,222,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Agglomération de Montréal,NA,28574,NA,14,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville de Montréal,NA,25185,NA,14,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ahuntsic-Cartierville,NA,1367,NA,10,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Anjou,NA,162,NA,4,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Baie-d'Urfé,NA,55,NA,14,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Beaconsfield,NA,791,NA,40,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-des-Neiges–Notre-Dame-de-Grâce,NA,2053,NA,12,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-Saint-Luc,NA,920,NA,26,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dollard-Des Ormeaux,NA,58,NA,1,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dorval,NA,536,NA,27,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Hampstead,NA,0,NA,0,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",L'Île-Bizard–Sainte-Geneviève,NA,410,NA,21,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Kirkland,NA,311,NA,15,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Lachine,NA,287,NA,6,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",LaSalle,NA,4732,NA,58,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mercier–Hochelaga-Maisonneuve,NA,924,NA,6,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Est,NA,59,NA,15,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Nord,NA,800,NA,9,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Ouest,NA,0,NA,0,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mont-Royal,NA,231,NA,10,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Outremont,NA,697,NA,27,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pierrefonds-Roxboro,NA,356,NA,5,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Plateau-Mont-Royal (Le),NA,273,NA,2,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pointe-Claire,NA,269,NA,8,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rivière-des-Prairies–Pointe-aux-Trembles,NA,2973,NA,26,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rosemont–La Petite-Patrie,NA,3108,NA,21,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sainte-Anne-de-Bellevue,NA,68,NA,14,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Laurent,NA,1507,NA,14,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Léonard,NA,449,NA,5,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Senneville,NA,3,NA,4,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sud-Ouest (Le),NA,583,NA,7,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Verdun,NA,276,NA,4,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville-Marie,NA,300,NA,3,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Villeray–Saint-Michel–Parc-Extension,NA,3929,NA,26,NA,NA,NA,NA
2019,"Résidus de construction, rénovation, démolition et encombrants éliminés",Westmount,NA,87,NA,4,NA,NA,NA,NA
2020,Matières recyclables,Agglomération de Montréal,299461,169153,"62,1%",82,252366,156916,"62,2%",76
2020,Matières recyclables,Ville de Montréal,259937,145309,"61,4%",80,218504,134541,"61,6%",74
2020,Matières recyclables,Ahuntsic-Cartierville,17828,9625,"59,3%",67,14790,8782,"59,4%",61
2020,Matières recyclables,Anjou,6352,3385,"58,6%",73,5284,3110,"58,9%",67
2020,Matières recyclables,Baie-d'Urfé,707,466,"72,4%",118,620,443,"71,5%",112
2020,Matières recyclables,Beaconsfield,3412,2323,"74,8%",116,3003,2205,"73,4%",111
2020,Matières recyclables,Côte-des-Neiges–Notre-Dame-de-Grâce,24082,13203,"60,2%",75,20129,12160,"60,4%",69
2020,Matières recyclables,Côte-Saint-Luc,4618,2171,"51,7%",62,3756,1964,"52,3%",56
2020,Matières recyclables,Dollard-Des Ormeaux,7604,3932,"56,8%",78,6325,3635,"57,5%",72
2020,Matières recyclables,Dorval,3211,2027,"69,4%",102,2777,1910,"68,8%",96
2020,Matières recyclables,Hampstead,1322,770,"64,0%",103,1131,726,"64,2%",97
2020,Matières recyclables,L'Île-Bizard–Sainte-Geneviève,3231,1881,"64,0%",94,2752,1763,"64,1%",88
2020,Matières recyclables,Kirkland,3253,2152,"72,7%",107,2840,2034,"71,6%",101
2020,Matières recyclables,Lachine,7413,4063,"60,2%",85,6236,3782,"60,6%",79
2020,Matières recyclables,LaSalle,12030,6635,"60,6%",80,10097,6145,"60,9%",74
2020,Matières recyclables,Mercier–Hochelaga-Maisonneuve,21216,12153,"62,9%",83,17930,11291,"63,0%",77
2020,Matières recyclables,Montréal-Est,843,383,"49,9%",94,696,359,"51,5%",88
2020,Matières recyclables,Montréal-Nord,13414,7137,"58,5%",80,11209,6611,"59,0%",74
2020,Matières recyclables,Montréal-Ouest,921,548,"65,4%",103,790,517,"65,4%",98
2020,Matières recyclables,Mont-Royal,3599,2269,"69,3%",104,3114,2140,"68,7%",98
2020,Matières recyclables,Outremont,3801,2344,"67,8%",89,3255,2188,"67,2%",83
2020,Matières recyclables,Pierrefonds-Roxboro,10745,5750,"58,8%",77,8966,5307,"59,2%",71
2020,Matières recyclables,Plateau-Mont-Royal (Le),16658,9819,"64,8%",90,14183,9174,"64,7%",84
2020,Matières recyclables,Pointe-Claire,5382,3844,"78,5%",114,4772,3645,"76,4%",108
2020,Matières recyclables,Rivière-des-Prairies–Pointe-aux-Trembles,17804,10168,"62,8%",87,15070,9477,"62,9%",81
2020,Matières recyclables,Rosemont–La Petite-Patrie,22025,13193,"65,8%",88,18782,12312,"65,6%",82
2020,Matières recyclables,Sainte-Anne-de-Bellevue,895,535,"65,7%",106,769,505,"65,7%",100
2020,Matières recyclables,Saint-Laurent,13439,7159,"58,5%",67,11129,6529,"58,7%",61
2020,Matières recyclables,Saint-Léonard,11749,6361,"59,5%",76,9811,5865,"59,8%",70
2020,Matières recyclables,Senneville,207,144,"76,1%",148,185,138,"74,7%",142
2020,Matières recyclables,Sud-Ouest (Le),12395,7148,"63,4%",83,10485,6642,"63,3%",77
2020,Matières recyclables,Verdun,10905,6731,"67,8%",92,9356,6299,"67,3%",86
2020,Matières recyclables,Ville-Marie,14423,8009,"61,0%",83,12135,7437,"61,3%",77
2020,Matières recyclables,Villeray–Saint-Michel–Parc-Extension,20427,10545,"56,7%",71,16907,9668,"57,2%",65
2020,Matières recyclables,Westmount,3550,2279,"70,5%",108,3085,2154,"69,8%",102
2020,Matières organiques,Agglomération de Montréal,392277,117263,"29,9%",57,379672,113737,"30,0%",55
2020,Matières organiques,Ville de Montréal,326592,84674,"25,9%",46,315502,81571,"25,9%",45
2020,Matières organiques,Ahuntsic-Cartierville,25006,7694,"30,8%",54,24191,7451,"30,8%",52
2020,Matières organiques,Anjou,7830,1567,"20,0%",34,7544,1488,"19,7%",32
2020,Matières organiques,Baie-d'Urfé,1390,881,"63,4%",223,1366,874,"64,0%",222
2020,Matières organiques,Beaconsfield,7313,5016,"68,6%",252,7204,4982,"69,2%",250
2020,Matières organiques,Côte-des-Neiges–Notre-Dame-de-Grâce,28484,5524,"19,4%",31,27425,5223,"19,0%",30
2020,Matières organiques,Côte-Saint-Luc,7407,2244,"30,3%",64,7177,2184,"30,4%",62
2020,Matières organiques,Dollard-Des Ormeaux,11518,3768,"32,7%",75,11177,3683,"32,9%",73
2020,Matières organiques,Dorval,4426,1928,"43,6%",97,4310,1894,"43,9%",95
2020,Matières organiques,Hampstead,1819,654,"36,0%",88,1768,642,"36,3%",86
2020,Matières organiques,L'Île-Bizard–Sainte-Geneviève,5133,2285,"44,5%",114,5005,2251,"45,0%",112
2020,Matières organiques,Kirkland,6180,3855,"62,4%",192,6069,3821,"63,0%",191
2020,Matières organiques,Lachine,10327,3258,"31,5%",68,10013,3177,"31,7%",67
2020,Matières organiques,LaSalle,14489,3102,"21,4%",37,13972,2961,"21,2%",36
2020,Matières organiques,Mercier–Hochelaga-Maisonneuve,24618,5491,"22,3%",38,23739,5243,"22,1%",36
2020,Matières organiques,Montréal-Est,1140,169,"14,8%",41,1101,162,"14,7%",40
2020,Matières organiques,Montréal-Nord,16363,3115,"19,0%",35,15773,2963,"18,8%",33
2020,Matières organiques,Montréal-Ouest,1440,653,"45,4%",123,1405,644,"45,9%",122
2020,Matières organiques,Mont-Royal,6395,3588,"56,1%",164,6265,3550,"56,7%",163
2020,Matières organiques,Outremont,4925,1850,"37,6%",70,4778,1805,"37,8%",68
2020,Matières organiques,Pierrefonds-Roxboro,17196,6653,"38,7%",89,16720,6526,"39,0%",87
2020,Matières organiques,Plateau-Mont-Royal (Le),19233,4801,"25,0%",44,18571,4615,"24,8%",42
2020,Matières organiques,Pointe-Claire,9467,6221,"65,7%",185,9302,6163,"66,3%",183
2020,Matières organiques,Rivière-des-Prairies–Pointe-aux-Trembles,24902,8786,"35,3%",75,24171,8587,"35,5%",73
2020,Matières organiques,Rosemont–La Petite-Patrie,25736,7095,"27,6%",48,24867,6842,"27,5%",46
2020,Matières organiques,Sainte-Anne-de-Bellevue,1356,596,"44,0%",118,1323,588,"44,4%",116
2020,Matières organiques,Saint-Laurent,18955,5701,"30,1%",53,18336,5519,"30,1%",52
2020,Matières organiques,Saint-Léonard,15471,4100,"26,5%",49,14952,3957,"26,5%",47
2020,Matières organiques,Senneville,475,341,"71,7%",350,469,339,"72,3%",349
2020,Matières organiques,Sud-Ouest (Le),14208,3135,"22,1%",37,13696,2989,"21,8%",35
2020,Matières organiques,Verdun,11450,2641,"23,1%",36,11034,2516,"22,8%",34
2020,Matières organiques,Ville-Marie,15441,1905,"12,3%",20,14830,1741,"11,7%",18
2020,Matières organiques,Villeray–Saint-Michel–Parc-Extension,26826,5971,"22,3%",40,25885,5718,"22,1%",38
2020,Matières organiques,Westmount,5358,2676,"49,9%",127,5234,2640,"50,4%",125
2020,"Résidus de construction, rénovation, démolition et encombrants",Agglomération de Montréal,234857,164842,"70,2%",79,191763,98555,"51,4%",48
2020,"Résidus de construction, rénovation, démolition et encombrants",Ville de Montréal,210520,148253,"70,4%",81,172588,89919,"52,1%",49
2020,"Résidus de construction, rénovation, démolition et encombrants",Ahuntsic-Cartierville,15701,11444,"72,9%",80,12593,6876,"54,6%",48
2020,"Résidus de construction, rénovation, démolition et encombrants",Anjou,3385,2279,"67,3%",49,2424,790,"32,6%",17
2020,"Résidus de construction, rénovation, démolition et encombrants",Baie-d'Urfé,353,225,"63,7%",57,270,99,"36,6%",25
2020,"Résidus de construction, rénovation, démolition et encombrants",Beaconsfield,3095,1903,"61,5%",95,2651,1266,"47,7%",63
2020,"Résidus de construction, rénovation, démolition et encombrants",Côte-des-Neiges–Notre-Dame-de-Grâce,20639,15312,"74,2%",87,16925,9661,"57,1%",55
2020,"Résidus de construction, rénovation, démolition et encombrants",Côte-Saint-Luc,3199,2140,"66,9%",61,2512,1018,"40,5%",29
2020,"Résidus de construction, rénovation, démolition et encombrants",Dollard-Des Ormeaux,3466,2262,"65,2%",45,2512,654,"26,0%",13
2020,"Résidus de construction, rénovation, démolition et encombrants",Dorval,3519,2639,"75,0%",133,3094,2002,"64,7%",101
2020,"Résidus de construction, rénovation, démolition et encombrants",Hampstead,519,348,"67,1%",47,378,109,"28,9%",15
2020,"Résidus de construction, rénovation, démolition et encombrants",L'Île-Bizard–Sainte-Geneviève,1764,1041,"59,0%",52,1365,401,"29,4%",20
2020,"Résidus de construction, rénovation, démolition et encombrants",Kirkland,1972,1409,"71,4%",70,1527,768,"50,3%",38
2020,"Résidus de construction, rénovation, démolition et encombrants",Lachine,3700,2353,"63,6%",49,2773,830,"29,9%",17
2020,"Résidus de construction, rénovation, démolition et encombrants",LaSalle,24739,18214,"73,6%",219,23044,15559,"67,5%",187
2020,"Résidus de construction, rénovation, démolition et encombrants",Mercier–Hochelaga-Maisonneuve,11521,7723,"67,0%",53,8467,3056,"36,1%",21
2020,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Est,503,298,"59,3%",73,454,168,"36,9%",41
2020,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Nord,8430,5470,"64,9%",61,6695,2618,"39,1%",29
2020,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Ouest,362,240,"66,3%",45,259,71,"27,3%",13
2020,"Résidus de construction, rénovation, démolition et encombrants",Mont-Royal,1844,1050,"57,0%",48,1382,352,"25,5%",16
2020,"Résidus de construction, rénovation, démolition et encombrants",Outremont,3687,1882,"51,0%",71,3100,1036,"33,4%",39
2020,"Résidus de construction, rénovation, démolition et encombrants",Pierrefonds-Roxboro,6352,4206,"66,2%",56,4842,1808,"37,3%",24
2020,"Résidus de construction, rénovation, démolition et encombrants",Plateau-Mont-Royal (Le),6893,4572,"66,3%",42,4616,1078,"23,3%",10
2020,"Résidus de construction, rénovation, démolition et encombrants",Pointe-Claire,3548,2775,"78,2%",82,2744,1697,"61,8%",50
2020,"Résidus de construction, rénovation, démolition et encombrants",Rivière-des-Prairies–Pointe-aux-Trembles,21063,15468,"73,4%",132,18678,11724,"62,8%",100
2020,"Résidus de construction, rénovation, démolition et encombrants",Rosemont–La Petite-Patrie,17752,12523,"70,5%",84,14553,7753,"53,3%",52
2020,"Résidus de construction, rénovation, démolition et encombrants",Sainte-Anne-de-Bellevue,465,266,"57,3%",53,367,105,"28,6%",21
2020,"Résidus de construction, rénovation, démolition et encombrants",Saint-Laurent,17798,13516,"75,9%",126,15498,10098,"65,2%",94
2020,"Résidus de construction, rénovation, démolition et encombrants",Saint-Léonard,6640,4412,"66,4%",52,4910,1723,"35,1%",20
2020,"Résidus de construction, rénovation, démolition et encombrants",Senneville,66,42,"63,3%",43,46,11,"23,2%",11
2020,"Résidus de construction, rénovation, démolition et encombrants",Sud-Ouest (Le),6638,4345,"65,5%",51,4829,1602,"33,2%",19
2020,"Résidus de construction, rénovation, démolition et encombrants",Verdun,4763,3187,"66,9%",44,3164,846,"26,7%",12
2020,"Résidus de construction, rénovation, démolition et encombrants",Ville-Marie,6312,4010,"63,5%",41,4357,913,"21,0%",9
2020,"Résidus de construction, rénovation, démolition et encombrants",Villeray–Saint-Michel–Parc-Extension,22743,16295,"71,6%",110,19753,11546,"58,5%",78
2020,"Résidus de construction, rénovation, démolition et encombrants",Westmount,1426,992,"69,5%",47,977,316,"32,4%",15
2020,Résidus domestiques dangereux,Agglomération de Montréal,NA,3365,NA,2,NA,1353,NA,1
2020,Résidus domestiques dangereux,Ville de Montréal,NA,2955,NA,2,NA,1184,NA,1
2020,Résidus domestiques dangereux,Ahuntsic-Cartierville,NA,264,NA,2,NA,126,NA,1
2020,Résidus domestiques dangereux,Anjou,NA,50,NA,1,NA,5,NA,0
2020,Résidus domestiques dangereux,Baie-d'Urfé,NA,12,NA,3,NA,8,NA,2
2020,Résidus domestiques dangereux,Beaconsfield,NA,46,NA,2,NA,27,NA,1
2020,Résidus domestiques dangereux,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,305,NA,2,NA,134,NA,1
2020,Résidus domestiques dangereux,Côte-Saint-Luc,NA,45,NA,1,NA,11,NA,0
2020,Résidus domestiques dangereux,Dollard-Des Ormeaux,NA,71,NA,1,NA,22,NA,0
2020,Résidus domestiques dangereux,Dorval,NA,37,NA,2,NA,18,NA,1
2020,Résidus domestiques dangereux,Hampstead,NA,8,NA,1,NA,0,NA,0
2020,Résidus domestiques dangereux,L'Île-Bizard–Sainte-Geneviève,NA,33,NA,2,NA,13,NA,1
2020,Résidus domestiques dangereux,Kirkland,NA,31,NA,2,NA,11,NA,1
2020,Résidus domestiques dangereux,Lachine,NA,48,NA,1,NA,2,NA,0
2020,Résidus domestiques dangereux,LaSalle,NA,296,NA,4,NA,215,NA,3
2020,Résidus domestiques dangereux,Mercier–Hochelaga-Maisonneuve,NA,163,NA,1,NA,21,NA,0
2020,Résidus domestiques dangereux,Montréal-Est,NA,4,NA,1,NA,0,NA,0
2020,Résidus domestiques dangereux,Montréal-Nord,NA,93,NA,1,NA,6,NA,0
2020,Résidus domestiques dangereux,Montréal-Ouest,NA,8,NA,2,NA,3,NA,1
2020,Résidus domestiques dangereux,Mont-Royal,NA,21,NA,1,NA,0,NA,0
2020,Résidus domestiques dangereux,Outremont,NA,26,NA,1,NA,1,NA,0
2020,Résidus domestiques dangereux,Pierrefonds-Roxboro,NA,97,NA,1,NA,24,NA,0
2020,Résidus domestiques dangereux,Plateau-Mont-Royal (Le),NA,109,NA,1,NA,3,NA,0
2020,Résidus domestiques dangereux,Pointe-Claire,NA,74,NA,2,NA,41,NA,1
2020,Résidus domestiques dangereux,Rivière-des-Prairies–Pointe-aux-Trembles,NA,289,NA,2,NA,175,NA,1
2020,Résidus domestiques dangereux,Rosemont–La Petite-Patrie,NA,354,NA,2,NA,209,NA,1
2020,Résidus domestiques dangereux,Sainte-Anne-de-Bellevue,NA,8,NA,2,NA,3,NA,1
2020,Résidus domestiques dangereux,Saint-Laurent,NA,191,NA,2,NA,87,NA,1
2020,Résidus domestiques dangereux,Saint-Léonard,NA,88,NA,1,NA,7,NA,0
2020,Résidus domestiques dangereux,Senneville,NA,2,NA,2,NA,1,NA,1
2020,Résidus domestiques dangereux,Sud-Ouest (Le),NA,90,NA,1,NA,7,NA,0
2020,Résidus domestiques dangereux,Verdun,NA,73,NA,1,NA,2,NA,0
2020,Résidus domestiques dangereux,Ville-Marie,NA,99,NA,1,NA,5,NA,0
2020,Résidus domestiques dangereux,Villeray–Saint-Michel–Parc-Extension,NA,288,NA,2,NA,144,NA,1
2020,Résidus domestiques dangereux,Westmount,NA,44,NA,2,NA,23,NA,1
2020,Textiles,Agglomération de Montréal,NA,112,NA,,NA,112,NA,NA
2020,Textiles,Ville de Montréal,NA,39,NA,,NA,39,NA,NA
2020,Textiles,Ahuntsic-Cartierville,NA,5,NA,,NA,5,NA,NA
2020,Textiles,Anjou,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Baie-d'Urfé,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Beaconsfield,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,5,NA,,NA,5,NA,NA
2020,Textiles,Côte-Saint-Luc,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Dollard-Des Ormeaux,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Dorval,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Hampstead,NA,0,NA,,NA,0,NA,NA
2020,Textiles,L'Île-Bizard–Sainte-Geneviève,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Kirkland,NA,5,NA,,NA,5,NA,NA
2020,Textiles,Lachine,NA,0,NA,,NA,0,NA,NA
2020,Textiles,LaSalle,NA,6,NA,,NA,6,NA,NA
2020,Textiles,Mercier–Hochelaga-Maisonneuve,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Montréal-Est,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Montréal-Nord,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Montréal-Ouest,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Mont-Royal,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Outremont,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Pierrefonds-Roxboro,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Plateau-Mont-Royal (Le),NA,0,NA,,NA,0,NA,NA
2020,Textiles,Pointe-Claire,NA,68,NA,,NA,68,NA,NA
