annee,matiere,territoire,quantite_generee_donnees_agglo,quantite_collectee_donnees_agglo,taux_recuperation_donnees_agglo,ratio_recuperation_donnees_agglo,quantite_generee_donnees_CMM,quantite_collectee_donnees_CMM,taux_recuperation_donnees_CMM,ratio_recuperation_donnees_CMM
2025,Matières recyclables,Le Sud-Ouest,11942,"6,974",0.64,74,,,,
2025,Matières recyclables,Verdun,9503,"6,122",0.71,80,,,,
2025,Matières recyclables,Ville-Marie,15550,"9,673",0.68,77,,,,
2025,Matières recyclables,Villeray–Saint-Michel–Parc-Extension,19122,"10,338",0.59,67,,,,
2025,Matières recyclables,Westmount,2995,"2,099",0.77,103,,,,
2025,Matières recyclables,Écocentres,NA,706,NA,NA,,,,
2025,Matières organiques,Agglomération de Montréal,265602,"104,945",0.4,48,,,,
2025,Matières organiques,Ville de Montréal,215849,"77,055",0.36,40,,,,
2025,Matières organiques,Ahuntsic-Cartierville,16742,"6,583",0.39,46,,,,
2025,Matières organiques,Anjou,5053,"1,719",0.34,38,,,,
2025,Matières organiques,Baie-d'Urfé,1027,724,0.7,195,,,,
2025,Matières organiques,Beaconsfield,4540,"3,209",0.71,165,,,,
2025,Matières organiques,Côte-des-Neiges–Notre-Dame-de-Grâce,19240,"6,715",0.35,36,,,,
2025,Matières organiques,Côte-Saint-Luc,5288,"2,064",0.39,55,,,,
2025,Matières organiques,Dollard-des Ormeaux,7857,"3,347",0.43,67,,,,
2025,Matières organiques,Dorval,2846,"1,461",0.51,69,,,,
2025,Matières organiques,Hampstead,1189,527,0.44,71,,,,
2025,Matières organiques,L'Île-Bizard–Sainte-Geneviève,3520,"1,795",0.51,90,,,,
2025,Matières organiques,Kirkland,4234,"2,926",0.69,149,,,,
2025,Matières organiques,Lachine,5944,"2,662",0.45,53,,,,
2025,Matières organiques,LaSalle,9539,"2,833",0.3,30,,,,
2025,Matières organiques,Mercier–Hochelaga-Maisonneuve,16216,"6,786",0.42,45,,,,
2025,Matières organiques,Montréal-Est,801,160,0.2,32,,,,
2025,Matières organiques,Montréal-Nord,10389,"2,067",0.2,22,,,,
2025,Matières organiques,Montréal-Ouest,1018,581,0.57,112,,,,
2025,Matières organiques,Mont-Royal,4820,"3,209",0.67,141,,,,
2025,Matières organiques,Outremont,3423,"1,452",0.42,51,,,,
2025,Matières organiques,Pierrefonds-Roxboro,11361,"5,352",0.47,72,,,,
2025,Matières organiques,Le Plateau-Mont-Royal,12535,"4,265",0.34,38,,,,
2025,Matières organiques,Pointe-Claire,6628,"4,414",0.67,118,,,,
2025,Matières organiques,Rivière-des-Prairies–Pointe-aux-Trembles,15033,"5,611",0.37,49,,,,
2025,Matières organiques,Rosemont–La Petite-Patrie,17207,"7,178",0.42,47,,,,
2025,Matières organiques,Sainte-Anne-de-Bellevue,859,492,0.57,92,,,,
2025,Matières organiques,Saint-Laurent,12814,"5,631",0.44,50,,,,
2025,Matières organiques,Saint-Léonard,9986,"3,181",0.32,38,,,,
2025,Matières organiques,Senneville,253,170,0.67,162,,,,
2025,Matières organiques,Le Sud-Ouest,10077,"2,818",0.28,30,,,,
2025,Matières organiques,Verdun,7586,"2,647",0.35,35,,,,
2025,Matières organiques,Ville-Marie,10795,"2,208",0.2,18,,,,
2025,Matières organiques,Villeray–Saint-Michel–Parc-Extension,18387,"5,552",0.3,36,,,,
2025,Matières organiques,Westmount,3628,"2,318",0.64,114,,,,
2025,Matières organiques,Écocentres,NA,"2,041",NA,NA,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Agglomération de Montréal,274772,"160,532",0.58,74,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Ville de Montréal,154678,"86,548",0.56,45,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Ahuntsic-Cartierville,11685,"6,740",0.58,47,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Anjou,3919,"2,264",0.58,49,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Baie-d'Urfé,448,271,0.61,73,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Beaconsfield,3192,"2,301",0.72,118,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Côte-des-Neiges–Notre-Dame-de-Grâce,13999,"7,879",0.56,42,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Côte-Saint-Luc,3879,"2,273",0.59,60,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Dollard-des Ormeaux,4174,"2,026",0.49,40,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Dorval,2687,"1,791",0.67,85,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Hampstead,656,344,0.52,46,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",L'Île-Bizard–Sainte-Geneviève,2181,"1,270",0.58,64,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Kirkland,2885,"2,049",0.71,104,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Lachine,3961,"2,325",0.59,46,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",LaSalle,7244,"3,956",0.55,42,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Mercier–Hochelaga-Maisonneuve,12079,"7,391",0.61,49,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Est,610,292,0.48,58,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Nord,8625,"4,506",0.52,49,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Ouest,465,259,0.56,50,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Mont-Royal,1826,"1,012",0.55,44,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Outremont,2090,"1,132",0.54,40,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Pierrefonds-Roxboro,6866,"3,837",0.56,52,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Le Plateau-Mont-Royal,8973,"4,943",0.55,44,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Pointe-Claire,3721,"2,604",0.7,70,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Rivière-des-Prairies–Pointe-aux-Trembles,10420,"5,717",0.55,50,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Rosemont–La Petite-Patrie,11929,"7,016",0.59,46,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Sainte-Anne-de-Bellevue,535,334,0.62,63,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Saint-Laurent,8190,"4,680",0.57,42,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Saint-Léonard,7741,"4,383",0.57,52,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Senneville,102,60,0.59,57,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Le Sud-Ouest,7546,"4,024",0.53,43,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Verdun,5632,"3,207",0.57,42,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Ville-Marie,8901,"4,767",0.54,38,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Villeray–Saint-Michel–Parc-Extension,12701,"6,509",0.51,42,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Westmount,1627,973,0.6,48,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants",Écocentres,91947,"57,225",NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Agglomération de Montréal,NA,"4,706",NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Ville de Montréal,NA,"2,114",NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Ahuntsic-Cartierville,NA,149,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Anjou,NA,56,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Baie-d'Urfé,NA,12,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Beaconsfield,NA,65,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,221,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Côte-Saint-Luc,NA,56,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Dollard-des Ormeaux,NA,115,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Dorval,NA,34,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Hampstead,NA,7,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,L'Île-Bizard–Sainte-Geneviève,NA,38,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Kirkland,NA,48,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Lachine,NA,55,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,LaSalle,NA,96,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Mercier–Hochelaga-Maisonneuve,NA,180,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Montréal-Est,NA,5,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Montréal-Nord,NA,112,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Montréal-Ouest,NA,7,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Mont-Royal,NA,22,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Outremont,NA,29,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Pierrefonds-Roxboro,NA,92,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Le Plateau-Mont-Royal,NA,114,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Pointe-Claire,NA,81,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Rivière-des-Prairies–Pointe-aux-Trembles,NA,128,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Rosemont–La Petite-Patrie,NA,162,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Sainte-Anne-de-Bellevue,NA,11,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Saint-Laurent,NA,113,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Saint-Léonard,NA,91,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Senneville,NA,2,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Le Sud-Ouest,NA,110,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Verdun,NA,80,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Ville-Marie,NA,131,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Villeray–Saint-Michel–Parc-Extension,NA,161,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Westmount,NA,30,NA,NA,,,,
2025,Résidus domestiques dangereux et PE,Écocentres,NA,"2,095",NA,NA,,,,
2025,Textiles,Agglomération de Montréal,NA,146,NA,NA,,,,
2025,Textiles,Ville de Montréal,NA,0,NA,NA,,,,
2025,Textiles,Ahuntsic-Cartierville,NA,0,NA,NA,,,,
2025,Textiles,Anjou,NA,0,NA,NA,,,,
2025,Textiles,Baie-d'Urfé,NA,2,NA,NA,,,,
2025,Textiles,Beaconsfield,NA,0,NA,NA,,,,
2025,Textiles,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,0,NA,NA,,,,
2025,Textiles,Côte-Saint-Luc,NA,0,NA,NA,,,,
2025,Textiles,Dollard-des Ormeaux,NA,0,NA,NA,,,,
2025,Textiles,Dorval,NA,0,NA,NA,,,,
2025,Textiles,Hampstead,NA,0,NA,NA,,,,
2025,Textiles,L'Île-Bizard–Sainte-Geneviève,NA,0,NA,NA,,,,
2025,Textiles,Kirkland,NA,5,NA,NA,,,,
2025,Textiles,Lachine,NA,0,NA,NA,,,,
2025,Textiles,LaSalle,NA,0,NA,NA,,,,
2025,Textiles,Mercier–Hochelaga-Maisonneuve,NA,0,NA,NA,,,,
2025,Textiles,Montréal-Est,NA,0,NA,NA,,,,
2025,Textiles,Montréal-Nord,NA,0,NA,NA,,,,
2025,Textiles,Montréal-Ouest,NA,0,NA,NA,,,,
2025,Textiles,Mont-Royal,NA,0,NA,NA,,,,
2025,Textiles,Outremont,NA,0,NA,NA,,,,
2025,Textiles,Pierrefonds-Roxboro,NA,0,NA,NA,,,,
2025,Textiles,Le Plateau-Mont-Royal,NA,0,NA,NA,,,,
2025,Textiles,Pointe-Claire,NA,77,NA,NA,,,,
2025,Textiles,Rivière-des-Prairies–Pointe-aux-Trembles,NA,0,NA,NA,,,,
2025,Textiles,Rosemont–La Petite-Patrie,NA,0,NA,NA,,,,
2025,Textiles,Sainte-Anne-de-Bellevue,NA,0,NA,NA,,,,
2025,Textiles,Saint-Laurent,NA,0,NA,NA,,,,
2025,Textiles,Saint-Léonard,NA,0,NA,NA,,,,
2025,Textiles,Senneville,NA,0,NA,NA,,,,
2025,Textiles,Le Sud-Ouest,NA,0,NA,NA,,,,
2025,Textiles,Verdun,NA,0,NA,NA,,,,
2025,Textiles,Ville-Marie,NA,0,NA,NA,,,,
2025,Textiles,Villeray–Saint-Michel–Parc-Extension,NA,0,NA,NA,,,,
2025,Textiles,Westmount,NA,27,NA,NA,,,,
2025,Textiles,Écocentres,NA,35,NA,NA,,,,
2025,Ordures ménagères éliminées,Agglomération de Montréal,NA,"427,506",NA,197,,,,
2025,Ordures ménagères éliminées,Ville de Montréal,NA,"369,328",NA,193,,,,
2025,Ordures ménagères éliminées,Ahuntsic-Cartierville,NA,"27,034",NA,188,,,,
2025,Ordures ménagères éliminées,Anjou,NA,"8,874",NA,194,,,,
2025,Ordures ménagères éliminées,Baie-d'Urfé,NA,808,NA,218,,,,
2025,Ordures ménagères éliminées,Beaconsfield,NA,"3,540",NA,182,,,,
2025,Ordures ménagères éliminées,Côte-des-Neiges - Notre-Dame-de-Grâce,NA,"33,329",NA,178,,,,
2025,Ordures ménagères éliminées,Côte-Saint-Luc,NA,"8,578",NA,226,,,,
2025,Ordures ménagères éliminées,Dollard-Des Ormeaux,NA,"12,002",NA,239,,,,
2025,Ordures ménagères éliminées,Dorval,NA,"3,684",NA,175,,,,
2025,Ordures ménagères éliminées,Hampstead,NA,"1,760",NA,236,,,,
2025,Ordures ménagères éliminées,L'Île-Bizard - Sainte-Geneviève,NA,"4,590",NA,230,,,,
2025,Ordures ménagères éliminées,Kirkland,NA,"3,479",NA,177,,,,
2025,Ordures ménagères éliminées,Lachine,NA,"8,733",NA,173,,,,
2025,Ordures ménagères éliminées,LaSalle,NA,"17,846",NA,192,,,,
2025,Ordures ménagères éliminées,Mercier - Hochelaga-Maisonneuve,NA,"25,093",NA,166,,,,
2025,Ordures ménagères éliminées,Montréal-Est,NA,"1,706",NA,339,,,,
2025,Ordures ménagères éliminées,Montréal-Nord,NA,"22,145",NA,239,,,,
2025,Ordures ménagères éliminées,Montréal-Ouest,NA,"1,161",NA,223,,,,
2025,Ordures ménagères éliminées,Mont-Royal,NA,"4,286",NA,188,,,,
2025,Ordures ménagères éliminées,Outremont,NA,"5,246",NA,184,,,,
2025,Ordures ménagères éliminées,Pierrefonds-Roxboro,NA,"15,989",NA,215,,,,
2025,Ordures ménagères éliminées,Plateau-Mont-Royal (Le),NA,"22,005",NA,195,,,,
2025,Ordures ménagères éliminées,Pointe-Claire,NA,"5,892",NA,157,,,,
2025,Ordures ménagères éliminées,Rivière-des-Prairies - Pointe-aux-Trembles,NA,"25,072",NA,218,,,,
2025,Ordures ménagères éliminées,Rosemont - La Petite-Patrie,NA,"26,688",NA,176,,,,
2025,Ordures ménagères éliminées,Sainte-Anne-de-Bellevue,NA,978,NA,183,,,,
2025,Ordures ménagères éliminées,Saint-Laurent,NA,"19,113",NA,170,,,,
2025,Ordures ménagères éliminées,Saint-Léonard,NA,"18,109",NA,217,,,,
2025,Ordures ménagères éliminées,Senneville,NA,219,NA,208,,,,
2025,Ordures ménagères éliminées,Sud-Ouest (Le),NA,"19,316",NA,204,,,,
2025,Ordures ménagères éliminées,Verdun,NA,"13,142",NA,173,,,,
2025,Ordures ménagères éliminées,Ville-Marie,NA,"22,850",NA,182,,,,
2025,Ordures ménagères éliminées,Villeray - Saint-Michel - Parc-Extension,NA,"34,155",NA,222,,,,
2025,Ordures ménagères éliminées,Westmount,NA,"3,485",NA,171,,,,
2025,Ordures ménagères éliminées,Écocentres,NA,0,NA,NA,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Agglomération de Montréal,NA,"38,443",NA,18,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville de Montréal,NA,"2,648",NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ahuntsic-Cartierville,NA,152,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Anjou,NA,81,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Baie-d'Urfé,NA,33,NA,9,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Beaconsfield,NA,263,NA,14,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-des-Neiges - Notre-Dame-de-Grâce,NA,211,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-Saint-Luc,NA,84,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dollard-Des Ormeaux,NA,21,NA,0,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dorval,NA,243,NA,12,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Hampstead,NA,0,NA,0,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",L'Île-Bizard - Sainte-Geneviève,NA,97,NA,5,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Kirkland,NA,218,NA,11,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Lachine,NA,88,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",LaSalle,NA,124,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mercier - Hochelaga-Maisonneuve,NA,238,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Est,NA,16,NA,3,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Nord,NA,192,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Ouest,NA,0,NA,0,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mont-Royal,NA,54,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Outremont,NA,27,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pierrefonds-Roxboro,NA,194,NA,3,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Plateau-Mont-Royal (Le),NA,129,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pointe-Claire,NA,73,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rivière-des-Prairies - Pointe-aux-Trembles,NA,257,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rosemont - La Petite-Patrie,NA,180,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sainte-Anne-de-Bellevue,NA,28,NA,5,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Laurent,NA,121,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Léonard,NA,146,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Senneville,NA,3,NA,3,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sud-Ouest (Le),NA,97,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Verdun,NA,95,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville-Marie,NA,83,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Villeray - Saint-Michel - Parc-Extension,NA,136,NA,1,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Westmount,NA,36,NA,2,,,,
2025,"Résidus de construction, rénovation, démolition et encombrants éliminés",Écocentres,NA,"34,722",NA,NA,,,,
